content_index,score,preferred_name,cui
400,22.48,Right,C0205090
400,12.8,Feelings,C1527305
400,11.1,Blood group antibody I,C0221138
400,10.68,day,C0439228
400,10.42,Negation,C1518422
400,10.42,Registration,C1514821
400,7.44,"Thinking, function",C0039869
400,7.15,bit - unit of measure,C1553019
400,7.14,Symptoms,C1457887
400,7.12,Persons,C0027361
400,5.18,/hour,C0564385
400,5.18,57,C4517815
400,5.18,Athletes,C0238703
400,5.18,Attending (action),C1999232
400,5.18,Clammy skin,C0392162
400,5.18,Distal (qualifier value),C0205108
400,5.18,During,C0347984
400,5.18,Else,C3842296
400,5.18,Frequently,C0332183
400,5.18,Incised wound,C0000925
400,5.18,Laptop computer,C1737642
400,5.18,Last,C1517741
400,5.18,Make - Instruction Imperative,C1881534
400,5.18,Oximeter Device,C1706360
400,5.18,Pass (indicator),C2828386
400,5.18,Pulse Rate,C0232117
400,5.18,Recovering from,C0521108
400,5.18,Sharing (Social Behavior),C0237876
400,5.18,Signs and Symptoms,C0037088
400,5.18,Somalia,C0037640
400,5.18,Started,C1272689
400,5.18,Tryptophanase,C0041260
400,5.18,Upstairs,C0557661
400,5.18,Use of,C1524063
400,5.18,Vaccinated at,C1116171
400,5.18,Very,C0442824
400,5.18,Worried,C0233481
400,3.98,Boost Nutrition Supplement,C1874596
400,3.82,Realism,C0237815
400,3.77,Trouble Focusing,C4053922
400,3.71,Breathless - mild exertion,C0425447
400,3.68,58,C4517817
400,3.68,Approximate,C0332232
400,3.68,Attention,C0004268
400,3.68,Catch - Finding of sensory dimension of pain,C0231617
400,3.68,December,C3830550
400,3.68,Half,C2825407
400,3.68,Healthy,C3898900
400,3.68,Pessimism,C0424134
400,3.64,Not sure,C3844332
400,3.62,Maus Elberfeld virus,C0376311
400,3.61,Chrysanthemum x morifolium,C1009574
400,3.6,Group A (qualifier value),C0441835
400,3.59,Bathing,C0150141
400,3.59,Intramuscular Route of Drug Administration,C1556154
400,3.57,Abstract thinking ability,C0459920
400,3.57,TNFSF13B wt Allele,C2986676
400,3.56,Butting,C0233535
400,3.56,Early,C1279919
400,3.56,Evening,C0587117
400,3.56,Exist,C2987476
400,3.56,Meetings,C0556656
400,3.55,Same,C0445247
400,3.55,set (group),C1705195
400,3.54,Forward,C0439780
400,3.54,recovery - adjustment,C1555688
400,3.53,Blood pressure finding,C1271104
400,3.52,Due to,C0678226
400,3.51,Term (temporal),C1515273
400,3.5,100%,C3817553
400,3.5,Few,C0205388
400,3.5,low,C0205251
400,3.47,Conferences,C0086047
400,3.47,Elderly (population group),C0001792
400,3.47,Since,C1711239
400,3.47,Then,C1883708
400,3.47,Whole,C0444667
400,3.45,Work,C0043227
400,3.44,Automobile Driving,C0004379
400,3.44,Morning,C0332170
400,3.43,Intrinsic drive,C0013126
400,3.43,Remote,C0205157
400,3.43,Short Value,C2350002
400,3.43,First (number),C0205435
400,3.43,Usual,C3538928
400,3.43,week,C0439230
401,15.79,Iodides,C0021966
401,7.02,Right,C0205090
401,6.93,"Pain NOS, CTCAE",C1962977
401,5.18,Mental Suffering,C0683278
401,5.18,Now (temporal qualifier),C1948052
401,5.18,Precaution Code - Confused,C1547301
401,5.18,Shoulder Pain,C0037011
401,5.18,Take,C1515187
401,5.18,Worried,C0233481
401,3.98,Make - Instruction Imperative,C1881534
401,3.68,Anxiety,C0003467
401,3.68,Etc.,C1548556
401,3.68,Northern Sotho Language,C4727455
401,3.63,Abstract thinking ability,C0459920
401,3.6,Analgesics,C0002771
401,3.59,bit - unit of measure,C1553019
401,3.57,Similarity,C2348205
401,3.56,Along edge (qualifier value),C0205154
401,3.5,Health,C0018684
401,3.5,Long,C0205166
401,3.5,Primary malignant neoplasm,C1306459
401,3.45,Infrequent,C0521114
401,3.44,"Examiner, Medical",C0025082
401,3.44,Strong,C0442821
402,27.51,Iodides,C0021966
402,15.36,Feelings,C1527305
402,10.42,To,C1883351
402,8.28,RESF1 gene,C1824356
402,7.08,Nurse Administrator,C0028652
402,5.18,Better,C0332272
402,5.18,Body structure,C1268086
402,5.18,Lightheadedness,C0220870
402,5.18,Very,C0442824
402,5.18,Work,C0043227
402,5.18,per second,C0565930
402,3.82,unwellness,C0683320
402,3.68,Anxiety,C0003467
402,3.68,Good,C0205170
402,3.68,"Nausea, CTCAE 3.0",C1963179
402,3.68,"Support, device",C0183683
402,3.64,Carrying,C0206243
402,3.63,Two weeks,C4082118
402,3.56,Preposition For,C0521125
402,3.56,Weakness,C3714552
402,3.56,month,C0439231
402,3.55,And,C1515981
402,3.55,Comparison,C1707455
402,3.55,Influenza,C0021400
402,3.55,Malaysia,C0024552
402,3.55,Practice Experience,C0237607
402,3.55,Rapid,C0456962
402,3.55,Resolution,C2699488
402,3.54,Physical,C0205485
402,3.54,Sorting,C1947906
402,3.53,Feel Anxious,C4049824
402,3.5,Actual,C0237400
402,3.5,Sometimes,C1998882
402,3.48,Won,C1555430
402,3.47,Bad,C0205169
402,3.47,Etc.,C1548556
402,3.47,Fever symptoms (finding),C0424755
402,3.43,Elbow,C0013769
402,3.43,Generalized,C0205246
402,3.43,In addition to,C0332287
402,3.43,M+ (tumor staging),C0441923
403,118.71,Blood group antibody I,C0221138
403,31.12,R prime,C2603358
403,13.63,Feelings,C1527305
403,11.8,Tests (qualifier value),C0392366
403,10.23,RESF1 gene,C1824356
403,10.16,Tryptophanase,C0041260
403,9.2,Dorsal,C0205095
403,7.35,Negation,C1518422
403,7.21,Fatigue,C0015672
403,7.04,No Information Available,C1546437
403,6.87,Positive Finding,C1514241
403,6.79,Time,C0040223
403,6.75,Climbing,C2584300
403,6.75,Started,C1272689
403,6.75,per year,C0439508
403,4.98,home health encounter,C1553498
403,4.87,Chile,C0008107
403,4.85,out (of) breath,C0848168
403,4.73,Headache,C0018681
403,4.72,Work,C0043227
403,4.71,Then,C1883708
403,4.71,Virus,C0042776
403,4.7,Negative,C0205160
403,4.68,Common Cold,C0009443
403,4.67,Exist,C2987476
403,4.64,Falls,C0085639
403,4.64,Malaise,C0231218
403,4.56,husband,C0242664
403,4.54,Ireland,C0022067
403,4.53,Wedding,C0681211
403,4.5,Practice Experience,C0237607
403,4.5,Similarity,C2348205
403,3.36,Anxiety,C0003467
403,3.36,Certain (qualifier value),C0205423
403,3.36,Comprehension,C0162340
403,3.36,Coughing,C0010200
403,3.36,Does climb,C0561942
403,3.36,Extension,C0231448
403,3.36,February,C3830166
403,3.36,Fever,C0015967
403,3.36,Harlequin Fetus,C0239849
403,3.36,Infected,C0439663
403,3.36,Large,C0549177
403,3.36,Maybe,C3844350
403,3.36,Medicine,C0025118
403,3.36,Never (frequency),C2003901
403,3.36,Obsessive-Compulsive Personality,C0009595
403,3.36,Physicians' Offices,C0031834
403,3.36,Receive,C1514756
403,3.36,Respiratory distress,C0476273
403,3.36,Retained,C0333118
403,3.36,Rhinorrhea,C1260880
403,3.36,Stat (do immediately),C0205548
403,3.36,consider,C0750591
403,2.58,Weak,C1762617
403,2.52,Feel Nausea,C4552889
403,2.44,Lightheadedness,C0220870
403,2.44,Slightly underweight,C4740683
403,2.39,3400,C4517731
403,2.39,Altitude,C0002349
403,2.39,Bad,C0205169
403,2.39,MMEL1 gene,C1826261
403,2.39,Overweight,C0497406
403,2.39,Pharyngitis,C0031350
403,2.39,Sleep,C0037313
403,2.39,Sore Throat,C0242429
403,2.39,Throat irritation,C0700184
403,2.39,Vaccination,C0042196
403,2.39,oxygen,C0030054
403,2.36,Altitude Sickness,C0002351
403,2.36,Recovering from,C0521108
403,2.36,Checking (action),C1283174
403,2.36,Month of May,C3812381
403,2.36,One,C0205447
403,2.36,Task,C3540678
403,2.34,Eating,C0013470
403,2.34,Weekly,C0332174
403,2.33,Actinic cheilitis,C0267026
403,2.33,Arrival - action,C1706079
403,2.33,Blame,C0870209
403,2.33,Holidays,C0019843
403,2.33,Peru,C0031238
403,2.33,Singular,C0205171
403,2.32,Commodes,C1140607
403,2.32,Diagnosis,C0011900
403,2.32,Hospitals,C0019994
403,2.32,Taken,C1883727
403,2.32,Walking (activity),C0080331
403,2.31,And,C1515981
403,2.31,Mental Suffering,C0683278
403,2.31,Mountain,C0442533
403,2.31,Reaction,C0443286
403,2.31,Sleeplessness,C0917801
403,2.31,per second,C0565930
403,2.31,travel charge,C1555670
403,2.31,Heterosexuality,C0019421
403,2.3,Same,C0445247
403,2.29,Allergy to dust,C0740914
403,2.29,Most Recent,C1513491
403,2.27,+2,C0740116
403,2.27,GDC Tissue or Organ of Origin Terminology,C5206934
403,2.27,GIVEN,C1442162
403,2.27,Health,C0018684
403,2.27,Mounts,C0181909
403,2.27,Simple,C0205352
403,2.27,Tenerife,C0454686
403,2.27,Twice (Numerical Qualifier),C1948050
403,2.26,Can Do Very Well,C5202953
403,2.26,Continuous,C0549178
403,2.26,Ninein,C3275248
403,2.26,Registered nurse,C0687673
403,2.26,Third,C0205437
403,2.26,Tripping,C0221188
403,2.26,Very,C0442824
403,2.25,Deterioration of status,C1279889
403,2.25,Has difficulty doing (qualifier value),C1299586
403,2.25,Small,C0700321
403,2.25,bit - unit of measure,C1553019
403,2.25,High altitude (physical force),C0238617
403,2.25,Mild asthma,C0581124
403,2.25,Stomach,C0038351
403,2.24,First (number),C0205435
403,2.24,Catch - Finding of sensory dimension of pain,C0231617
403,2.24,Recent,C0332185
403,2.24,35,C4319605
403,2.24,Old,C0580836
403,2.24,Woman,C0043210
403,2.24,year,C0439234
403,2.24,Much better,C3841449
403,2.23,Issue (document),C1706387
403,2.23,Highest,C1522410
403,2.22,Love,C0024028
403,2.22,Malaysia,C0024552
403,2.22,Symptoms,C1457887
403,2.22,point - UnitsOfMeasure,C1552961
404,24.03,Blood group antibody I,C0221138
404,21.36,Kidney Diseases,C0022658
404,10.65,Registered nurse,C0687673
404,7.24,Kidney Failure,C0035078
404,7.02,Malaysia,C0024552
404,6.99,No Information Available,C1546437
404,5.18,Causing,C0678227
404,5.18,Child,C0008059
404,5.18,Ever,C3887636
404,5.18,Fear (Mental Process),C0015726
404,5.18,Injury of kidney,C0160420
404,5.18,Love,C0024028
404,5.18,Out (direction),C0439787
404,5.18,Present,C0150312
404,5.18,Son (person),C0037683
404,5.18,"Thinking, function",C0039869
404,5.18,Tryptophanase,C0041260
404,5.18,Weekend,C0680190
404,3.98,Regret,C0080101
404,3.82,care activity,C1947933
404,3.61,Drug withdrawal syndrome,C0152128
404,3.57,Anxiety,C0003467
404,3.57,GORAB gene,C1822658
404,3.57,Good,C0205170
404,3.57,Kidney,C0022646
404,3.57,Life,C0376558
404,3.57,Masks,C0024861
404,3.57,Occur (action),C1709305
404,3.57,Opening,C1882151
404,3.57,Saturday,C0585030
404,3.56,Cities,C0008848
404,3.56,Grandson,C0337573
404,3.54,Do (activity),C2828361
404,3.54,Restaurants,C0035255
404,3.54,Floor - story of building,C1547707
404,3.44,More,C0205172
404,3.44,Persons,C0027361
404,3.43,Due to,C0678226
404,3.43,Within,C0332285
405,39.86,Iodides,C0021966
405,33.49,Tryptophanase,C0041260
405,11.92,Symptoms,C1457887
405,11.28,Nose,C0028429
405,11.07,More,C0205172
405,10.42,Fit (action),C2349186
405,10.42,Help document,C1552861
405,10.42,Negation,C1518422
405,7.56,Rhinorrhea,C1260880
405,7.39,A Lot of the Time,C3900172
405,7.25,/hour,C0564385
405,7.23,Practice Experience,C0237607
405,7.21,Now (temporal qualifier),C1948052
405,7.16,Respiration,C0035203
405,7.08,year,C0439234
405,7.07,Healthy,C3898900
405,7.06,Respiratory distress,C0476273
405,7.04,Exercise,C0015259
405,7.01,Medical service,C0199168
405,5.18,Before,C0332152
405,5.18,Congested,C1533708
405,5.18,Distal (qualifier value),C0205108
405,5.18,Dyspnea,C0013404
405,5.18,Eating,C0013470
405,5.18,Expected,C1517001
405,5.18,Headache,C0018681
405,5.18,Left,C0205091
405,5.18,Narrow,C0333164
405,5.18,Needs,C0027552
405,5.18,Never (frequency),C2003901
405,5.18,Posterior rhinorrhea,C0032781
405,5.18,"Postnasal Drip, CTCAE",C4554643
405,5.18,Presumed,C4684849
405,5.18,RESF1 gene,C1824356
405,5.18,Rest,C0035253
405,5.18,Sitting position,C0277814
405,5.18,Sleep,C0037313
405,5.18,Slow,C0439834
405,5.18,Stop (qualifier value),C2746065
405,5.18,TNFSF13B wt Allele,C2986676
405,5.18,Vision,C0042789
405,4.12,Entire nasal passage,C1283892
405,3.98,Logical Condition,C1705253
405,3.75,Abnormal breathing,C1260922
405,3.68,Hospital specialist,C0087009
405,3.68,NT5E wt Allele,C3889152
405,3.68,Somalia,C0037640
405,3.68,Upright,C0522015
405,3.65,Medical History,C0262926
405,3.65,No history of,C0332122
405,3.63,Vaccination,C0042196
405,3.61,Not sure,C3844332
405,3.6,day,C0439228
405,3.59,Beds,C0004916
405,3.59,Dismiss,C2348301
405,3.59,Due to,C0678226
405,3.59,Involvement with,C1314939
405,3.59,Nasal Spray,C0461725
405,3.59,Sometimes,C1998882
405,3.59,Time,C0040223
405,3.58,Medical counseling,C0474166
405,3.57,Clinical Study Case,C1706256
405,3.57,"Examiner, Medical",C0025082
405,3.56,Fitness for work,C0578794
405,3.56,Malaysia,C0024552
405,3.56,Mental Suffering,C0683278
405,3.56,Problems - What subject filter,C1546466
405,3.56,Worried,C0233481
405,3.55,Day-to-day,C4699297
405,3.55,Advice,C0150600
405,3.55,Dymista,C3473071
405,3.55,Easy,C0332219
405,3.55,Industry,C0021267
405,3.55,Recovering from,C0521108
405,3.54,Weekly,C0332174
405,3.53,Hyperlink,C1704666
405,3.53,wait,C1610166
405,3.5,Diagnosis,C0011900
405,3.5,Nasal sinus,C0030471
405,3.48,<3 (qualifier value),C0439086
405,3.48,Ever,C3887636
405,3.48,therapeutic suggestion,C0038659
405,3.46,Can Do With Some Difficulty,C3844120
405,3.46,X-Ray Computed Tomography,C0040405
405,3.46,Removed,C0849355
405,3.46,Work,C0043227
405,3.45,personal experience,C0683573
405,3.44,A 17,C0050288
405,3.43,Any,C1552551
405,3.43,Etiology aspects,C0015127
405,3.43,Food,C0016452
405,3.43,Health,C0018684
405,3.43,Some (qualifier value),C0205392
405,3.43,Waking,C0442696
405,3.43,nitric oxide,C0028128
405,3.43,Personal Attribute,C1519021
405,3.42,10%,C3842590
405,3.42,Post,C0687676
405,3.42,week,C0439230
405,3.41,Experimental Result,C2825142
406,11.66,Blood group antibody I,C0221138
406,7.25,No Information Available,C1546437
406,7.13,Bai Chinese,C4761396
406,7.13,Variant,C0205419
406,7.09,Very,C0442824
406,7.06,Time,C0040223
406,7.01,Registered nurse,C0687673
406,5.18,ABCC8 gene,C1412082
406,5.18,Case (situation),C0868928
406,5.18,Contraction (finding),C1140999
406,5.18,Last,C1517741
406,5.18,Long,C0205166
406,5.18,Singular,C0205171
406,5.18,Sunday,C0585025
406,5.18,Tests (qualifier value),C0392366
406,5.18,Tryptophanase,C0041260
406,5.18,flight (process),C2610507
406,3.98,Take,C1515187
406,3.68,Malaise,C0231218
406,3.59,England,C0014282
406,3.59,Exist,C2987476
406,3.59,unwellness,C0683320
406,3.57,SOCS1 gene,C1426208
406,3.57,Immunity,C0020964
406,3.57,Positive Finding,C1514241
406,3.5,New,C0205314
406,3.5,Somalia,C0037640
406,3.48,Infected,C0439663
406,3.48,Retinol equivalents,C0556581
406,3.48,per second,C0565930
406,3.46,November,C3828767
406,3.46,Triplicate,C0205174
406,3.45,Omicron,C1720076
406,3.44,Fifth,C0205439
406,3.44,Infection,C3714514
406,3.44,July,C3829447
406,3.44,Previous,C0205156
406,3.43,R prime,C2603358
406,3.43,This (eukaryote),C1080058
407,120.02,Blood group antibody I,C0221138
407,29.24,Tryptophanase,C0041260
407,19.95,Feelings,C1527305
407,18.94,day,C0439228
407,15.44,per second,C0565930
407,14.78,M NOS ANTIBODY,C0369637
407,14.59,Registered nurse,C0687673
407,11.45,Malaysia,C0024552
407,9.22,Sometimes,C1998882
407,9.12,Negation,C1518422
407,9.07,Take,C1515187
407,8.81,Headache,C0018681
407,8.48,Anxiety,C0003467
407,8.45,Started,C1272689
407,6.36,Fatigue,C0015672
407,6.24,Symptoms,C1457887
407,6.24,Tests (qualifier value),C0392366
407,6.17,Eating,C0013470
407,5.97,Hope (emotion),C0392347
407,5.97,Negative,C0205160
407,5.93,Muscle twitch,C0231530
407,5.86,Singular,C0205171
407,5.86,month,C0439231
407,5.85,Easy,C0332219
407,5.73,"Examiner, Medical",C0025082
407,4.21,Anxiety attack,C0700031
407,4.21,Better,C0332272
407,4.21,Desire for food,C0003618
407,4.21,Drinking function,C0684271
407,4.21,Else,C3842296
407,4.21,Fingers,C0016129
407,4.21,Forward,C0439780
407,4.21,Greatly,C3840786
407,4.21,Hand,C0018563
407,4.21,Help document,C1552861
407,4.21,Leg,C1140621
407,4.21,Low grade fever,C0239574
407,4.21,Minor (value),C0205165
407,4.21,Paroxysmal cough,C0231911
407,4.21,Pass (indicator),C2828386
407,4.21,Relaxed,C0542193
407,4.21,Requirement,C1514873
407,4.21,Return to (contextual qualifier) (qualifier value),C0332156
407,4.21,Somalia,C0037640
407,4.21,Submitted,C1515023
407,4.21,Work,C0043227
407,4.21,spending,C0680968
407,3.34,hours/day,C0556974
407,3.05,magnesium oxide,C0024477
407,2.99,All,C0444868
407,2.99,Effect,C1280500
407,2.99,Now (temporal qualifier),C1948052
407,2.99,Practice Experience,C0237607
407,2.99,Randomization,C0034656
407,2.99,Tea,C0039400
407,2.99,Venezuela,C0042469
407,2.97,Most of the time,C3828954
407,2.96,Nearly,C3828842
407,2.93,August,C3831448
407,2.93,Dietary Nickel,C2348274
407,2.93,Middle,C0444598
407,2.93,Overall Publication Type,C0282416
407,2.93,Protein S100-A8,C4281719
407,2.92,Daily,C0332173
407,2.92,head pressure,C0235004
407,2.92,Advice,C0150600
407,2.91,Advance -- medical device,C0725066
407,2.91,Diagnosis,C0011900
407,2.91,GORAB gene,C1822658
407,2.91,TNFSF13B wt Allele,C2986676
407,2.9,Hunger,C0020175
407,2.9,Place,C0442504
407,2.9,Positive Finding,C1514241
407,2.89,Temporal headache,C0423621
407,2.89,Dietary Supplements,C0242295
407,2.89,Egg Laying,C1622979
407,2.88,Small,C0700321
407,2.88,Bed-ridden,C0425251
407,2.88,Bedridden,C0741453
407,2.84,Main,C1542147
407,2.84,Nurse Administrator,C0028652
407,2.84,Similarity,C2348205
407,2.84,ginger extract,C0939895
407,2.82,Few,C0205388
407,2.82,Stop (qualifier value),C2746065
407,2.82,T prime,C2603360
407,2.82,Very,C0442824
407,2.79,Beds,C0004916
407,2.79,Employment,C0014003
407,2.79,Left eyebrow,C0934409
407,2.79,Present,C0150312
407,2.79,Virus,C0042776
407,2.79,Some (qualifier value),C0205392
407,2.78,100%,C3817553
407,2.78,Good,C0205170
407,2.78,week,C0439230
407,2.78,Pulsatile,C0439606
407,2.78,Area,C0205146
408,7.7,Iodides,C0021966
408,7.23,Registered nurse,C0687673
408,5.18,3 Months,C1442461
408,5.18,Assisted (qualifier value),C1269765
408,3.98,Catch - Finding of sensory dimension of pain,C0231617
408,3.68,Fog,C0450030
408,3.57,Morning,C0332170
408,3.5,Brain,C0006104
408,3.5,Hawaii,C0018619
408,3.43,Long-term,C0443252
408,3.43,"TNFSF13 protein, human",C0757844
408,3.42,Symptoms,C1457887
409,60.0,Blood group antibody I,C0221138
409,22.53,Registered nurse,C0687673
409,15.38,Feelings,C1527305
409,11.66,Stop (qualifier value),C2746065
409,11.01,No Information Available,C1546437
409,10.96,Small,C0700321
409,10.69,Malaysia,C0024552
409,7.49,Vitamins,C0042890
409,7.31,Good,C0205170
409,7.22,Pharyngeal structure,C0031354
409,7.05,Discomfort,C2364135
409,5.18,1 Day,C1442449
409,5.18,Always (frequency),C2003902
409,5.18,Antacids,C0003138
409,5.18,Antibiotics,C0003232
409,5.18,Assisted (qualifier value),C1269765
409,5.18,Bad,C0205169
409,5.18,Doctor - Title,C2348314
409,5.18,Fatigue,C0015672
409,5.18,Feedback - system communication,C0015744
409,5.18,Feeling relief,C0564405
409,5.18,Golf ball,C0336992
409,5.18,Heart,C0018787
409,5.18,Lung,C0024109
409,5.18,Mixed anxiety and depressive disorder,C0338908
409,5.18,Nasal Sprays,C2608293
409,5.18,Needs,C0027552
409,5.18,Negation,C1518422
409,5.18,Person Name,C1547383
409,5.18,Recovering from,C0521108
409,5.18,Rest,C0035253
409,5.18,Similarity,C2348205
409,5.18,Sitting Function,C2584297
409,5.18,Sore to touch,C0234233
409,5.18,Sound - physical agent,C0037709
409,5.18,Started,C1272689
409,5.18,Steroids,C0038317
409,5.18,Taken,C1883727
409,5.18,Then,C1883708
409,5.18,To,C1883351
409,5.18,Today (temporal qualifier),C0750526
409,5.18,Upright,C0522015
409,5.18,event cycle,C1511572
409,5.18,zinc,C0043481
409,3.98,Experience,C0596545
409,3.76,upper respiratory symptom,C0749874
409,3.75,2.2,C4517629
409,3.72,Adverse Event Doctor Visit,C3831596
409,3.68,Better,C0332272
409,3.68,Boat (physical object),C0085910
409,3.68,Inflammation,C0021368
409,3.64,Egg Laying,C1622979
409,3.64,Severe inflammation,C0522569
409,3.63,Congestion of nasal sinus,C0152029
409,3.63,"Male Gender, Self Report",C1706180
409,3.63,Visit Name,C2826704
409,3.63,day,C0439228
409,3.59,Back,C0004600
409,3.59,Standing position,C0231472
409,3.58,week 2,C4484139
409,3.57,ADM wt Allele,C3813124
409,3.57,TNFSF13B wt Allele,C2986676
409,3.57,Time,C0040223
409,3.57,Wit,C0043197
409,3.56,Failed,C0231175
409,3.56,Firstly,C1279901
409,3.56,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",C3280240
409,3.56,Positive Finding,C1514241
409,3.56,Recovery - action,C0237820
409,3.55,Observation of Sensation,C0542538
409,3.5,Same,C0445247
409,3.48,"1+ Score, WHO",C2981698
409,3.48,4+ Answer to question,C3838679
409,3.48,Estrogen Receptor Measurement,C3811131
409,3.48,Healthy,C3898900
409,3.46,"Pain NOS, CTCAE",C1962977
409,3.46,Right,C0205090
409,3.45,Type A,C4264487
409,3.45,Fellow,C4300168
409,3.45,Willing,C0600109
409,3.44,More,C0205172
409,3.43,Approximate,C0332232
409,3.43,Term (lexical),C1705313
409,3.42,This (eukaryote),C1080058
409,3.42,pathologic fistula,C0016169
410,14.54,Iodides,C0021966
410,7.53,Work,C0043227
410,7.21,/hour,C0564385
410,7.05,Feedback - system communication,C0015744
410,7.04,Half,C2825407
410,6.94,Active,C0205177
410,5.18,Door (physical object),C0557698
410,5.18,"FN1 protein, human",C1570610
410,5.18,Hidden figures test,C0451214
410,5.18,Message,C0470166
410,5.18,Needs,C0027552
410,5.18,Negation,C1518422
410,5.18,Oroqen Chinese,C4761403
410,5.18,Scientific Equipment,C2827396
410,5.18,Symptoms,C1457887
410,5.18,TNFSF13B wt Allele,C2986676
410,5.18,Tryptophanase,C0041260
410,3.68,Wounds and Injuries,C0043251
410,3.64,This (eukaryote),C1080058
410,3.63,Therapeutic procedure,C0087111
410,3.6,Catch - Finding of sensory dimension of pain,C0231617
410,3.59,Used by,C1273517
410,3.57,100%,C3817553
410,3.57,Emotions,C0013987
410,3.57,Symptomatic,C0231220
410,3.56,Audio Media,C3273156
410,3.56,Call (Instruction),C1947967
410,3.56,Do (activity),C2828361
410,3.56,Precursor B-cell lymphoblastic leukemia,C1292769
410,3.55,Persons,C0027361
410,3.55,Positive Finding,C1514241
410,3.54,Open,C0175566
410,3.52,Personal appearance,C0233426
410,3.5,Specific qualifier value,C0205369
410,3.5,Willing,C0600109
410,3.48,Complete,C0205197
410,3.48,Entity,C1551338
410,3.48,Free (available (qualifier)),C1996904
410,3.48,Singular,C0205171
410,3.47,Effectiveness,C1280519
410,3.46,40%,C3842587
410,3.46,Per Minute,C0702093
410,3.46,Right,C0205090
410,3.46,Honest,C0870663
410,3.45,Before,C0332152
410,3.43,Nothing,C0442735
410,3.43,Patients,C0030705
410,3.43,Long,C0205166
410,3.42,Virus,C0042776
410,3.4,Take,C1515187
411,27.22,To,C1883351
411,27.03,Registered nurse,C0687673
411,23.67,Blood group antibody I,C0221138
411,12.37,Practice Experience,C0237607
411,10.67,Similarity,C2348205
411,10.42,Else,C3842296
411,7.51,Chest Pain,C0008031
411,7.49,Purpose,C1285529
411,7.44,Removed,C0849355
411,7.21,Forward,C0439780
411,7.18,Symptoms,C1457887
411,7.09,week,C0439230
411,7.08,Experience,C0596545
411,7.02,Moving,C0560560
411,7.01,Some (qualifier value),C0205392
411,7.01,Sudden (qualifier value),C5201090
411,6.88,Malaysia,C0024552
411,5.18,Availability of,C0470187
411,5.18,COVID-19,C5203670
411,5.18,Cardiac complication,C0161816
411,5.18,Contraction (finding),C1140999
411,5.18,Data,C1511726
411,5.18,Finding,C0243095
411,5.18,Greater,C1704243
411,5.18,Healthy,C3898900
411,5.18,Hearing,C0018767
411,5.18,Heart,C0018787
411,5.18,Identified,C0205396
411,5.18,Negation,C1518422
411,5.18,Never (frequency),C2003901
411,5.18,Seizures,C0036572
411,5.18,Vision,C0042789
411,5.18,Wanted,C1444647
411,5.18,month,C0439231
411,5.18,parent,C0030551
411,4.12,Stabbing pain,C0278145
411,3.98,Books,C0006002
411,3.82,Curiosity,C0010472
411,3.75,Cardiac pain,C0423636
411,3.68,Alarm device,C0336648
411,3.68,Appointments,C0003629
411,3.64,Recovering from,C0521108
411,3.63,day,C0439228
411,3.62,Palpitations,C0030252
411,3.61,"Male Gender, Self Report",C1706180
411,3.61,Pain in left arm,C0564820
411,3.59,Disability Assessment for Dementia Questionnaire,C3641946
411,3.59,Dorsal,C0205095
411,3.59,Retained,C0333118
411,3.57,All,C0444868
411,3.57,And,C1515981
411,3.57,Consultant,C0009817
411,3.57,Histidine measurement,C0523697
411,3.57,Immunogenicity Specimen Assessments Domain,C3812801
411,3.57,NHS gene,C1417725
411,3.56,Feeling tense,C0235108
411,3.56,are unit of measure,C1551058
411,3.55,Affecting,C0392760
411,3.55,Exact (qualifier),C2828393
411,3.55,Problem,C0033213
411,3.55,Same,C0445247
411,3.54,Feedback - system communication,C0015744
411,3.54,Shooting sensation quality,C1444774
411,3.5,Chest tightness,C0232292
411,3.5,Infected,C0439663
411,3.5,Post,C0687676
411,3.5,Slightly (qualifier value),C0750482
411,3.5,TNC wt Allele,C1705010
411,3.48,10 days,C1547061
411,3.48,Last,C1517741
411,3.47,Etc.,C1548556
411,3.47,Old,C0580836
411,3.47,per year,C0439508
411,3.45,Few,C0205388
411,3.45,best (quality),C1522427
411,3.45,October,C3828732
411,3.44,Left,C0205091
411,3.43,Cold Sensation,C0234192
411,3.43,Mild (qualifier value),C2945599
411,3.43,Seasonal course,C0439601
411,3.43,Not Applicable,C1272460
411,3.42,Background,C1706907
411,3.42,No Information Available,C1546437
411,3.42,Status post,C0231290
411,3.42,acute,C0205178
411,3.42,Evidence,C3887511
411,3.42,R prime,C2603358
411,3.42,Reading (datum presentation),C1705179
411,3.42,Base wide,C1299945
412,25.48,RESF1 gene,C1824356
412,11.23,Pain,C0030193
412,10.42,GORAB gene,C1822658
412,7.7,Testing,C0039593
412,7.49,Now (temporal qualifier),C1948052
412,7.49,Physicians,C0031831
412,7.46,Comfort,C1331418
412,7.33,Chest Pain,C0008031
412,7.25,Time,C0040223
412,7.24,day,C0439228
412,6.97,Right,C0205090
412,5.18,1 Week,C1442452
412,5.18,Diagnostic radiologic examination,C0043299
412,5.18,Else,C3842296
412,5.18,Hematologic Tests,C0018941
412,5.18,Hypogeusia,C0151934
412,5.18,Roentgen Rays,C0043309
412,5.18,Send (transmission),C1519246
412,5.18,Smell Perception,C0037361
412,5.18,Sometimes,C1998882
412,5.18,Symptoms,C1457887
412,5.18,Take,C1515187
412,5.18,Taken,C1883727
